Admission,Registrar,Guidance Office,Health Services/Clinic,Library Services,Student Publication,Scholarship Services,Student Services Office,Comment,Semester,AcadYear,Block,College
5,4,4,4,3,5,5,4,one cnsc,1st Semester,2022-2023,1C,BS-Fisheries
4,4,4,4,4,4,4,4,one of the best universities in philippines,1st Semester,2022-2023,1C,CCMS
5,5,5,5,5,5,5,5,online services,1st Semester,2022-2023,1C,IFMS
4,3,4,3,4,4,3,4,only one naming format different online platform for easy browsing,1st Semester,2022-2023,1C,BS-Fisheries
4,4,4,4,4,4,4,4,"overall it's ok, i guess.",1st Semester,2022-2023,1C,CCMS
4,4,5,4,4,5,5,4,"overall naman maayos, pero kung may iimprove pa mas better. thank you",1st Semester,2022-2023,1C,IFMS
4,4,4,4,4,4,3,3,paatilihin ang maayos na pat uugali at pag bibigay ng serbisyo,1st Semester,2022-2023,1C,BS-Fisheries
5,5,5,5,5,5,5,5,pabilisin po ang process sa mga scholarship..,1st Semester,2022-2023,1C,CCMS
5,5,5,5,5,5,5,5,padayon cnsc!,1st Semester,2022-2023,1C,IFMS
5,4,3,4,4,4,4,4,pa-develop ng social skills ng mga nasa opisina. hindi lahat sa kanila ay masayang kausap.,1st Semester,2022-2023,1C,BS-Fisheries
5,5,4,4,5,5,5,5,pag bitihin lang ang mga ginagawa,1st Semester,2022-2023,1C,CCMS
5,5,5,5,5,5,5,5,pag bitihin lang ang mga ginagawa,1st Semester,2022-2023,1C,IFMS
4,4,4,4,4,4,4,4,pag bitihin lang ang mga ginagawa,1st Semester,2022-2023,1C,BS-Fisheries
5,5,5,5,5,5,5,5,pag husayan pa ang pag serbisyo sa college,1st Semester,2022-2023,1C,CCMS
4,5,5,4,5,4,5,5,pag kakaisa bawat isa upang mapaayos ang online class. more power pa sa uunawa sa bawat isa .ðÿ˜,1st Semester,2022-2023,1C,IFMS
4,4,4,4,4,4,4,4,pag kakaroon ng programa na makakatulong sa mga mag aaral,1st Semester,2022-2023,1C,BS-Fisheries
5,5,5,5,5,5,5,5,pag papanatili ng maayos at may kalidad na pagtuturo ng mga guro. gaanon rin sa pagiging responsable ng bawat estudyante.,1st Semester,2022-2023,1C,CCMS
4,4,4,4,4,4,4,4,pag patuloy ang kanilang magagandang gawain at ipasa sa mga susunod na henerasyon.,1st Semester,2022-2023,1C,IFMS
3,4,4,3,4,4,4,4,pag patuloy ang kanilang magagandang gawain at ipasa sa mga susunod na henerasyon.,1st Semester,2022-2023,1C,BS-Fisheries
4,5,4,5,4,5,5,5,pag patuloy ang kanilang magagandang gawain at ipasa sa mga susunod na henerasyon.,1st Semester,2022-2023,1C,CCMS
5,5,5,5,4,5,5,5,pag patuloy lamang ang maayos na sebisyo,1st Semester,2022-2023,1C,IFMS
4,4,4,4,4,4,4,4,pag patuloy lang sa pag iisip ng baging idea sa pag laganap ng kaalamn,1st Semester,2022-2023,1C,BS-Fisheries
5,5,5,5,5,5,5,5,pag patuloy po ang maayos at deklaidad na serbisyo.,1st Semester,2022-2023,1C,CCMS
4,3,3,4,5,5,5,4,pag uunawaan ng bawat kasapi,1st Semester,2022-2023,1C,IFMS
4,4,4,4,4,4,4,4,pagbabatid sa mga hinaing ng mga iilang student,1st Semester,2022-2023,1C,BS-Fisheries
4,4,4,4,4,3,4,3,pagbibigay konsiderasyon para sa mga estudyanteng may sapat na dahilan,1st Semester,2022-2023,1C,CCMS
5,5,5,5,5,5,5,5,pagbibigay ng maayos na impormasyon at maayos na komunikasyon sa aming mga mag-aaral,1st Semester,2022-2023,1C,IFMS
5,5,4,5,5,4,5,4,pagbutihin,1st Semester,2022-2023,1C,BS-Fisheries
4,4,4,4,4,4,4,4,pagbutihin ang pagbibigay ng pantay at dekalidad na edukasyon sa bawat mag-aaral kasabay sa pagtugon sa hamon ng bagong normal na pagkatuto.,1st Semester,2022-2023,1C,CCMS
5,5,5,5,5,5,5,5,pagbutihin ang pakikipagkomunika,1st Semester,2022-2023,1C,IFMS
5,4,5,5,4,5,5,5,pagbutihin at maghanap ng ibang way ng pagtuturo upang mas madaling maintindihan at maaraming matutunan ang mga estudyante.,1st Semester,2022-2023,1C,BS-Fisheries
5,5,5,5,5,5,5,5,pagbutihin lamang ang pagseserbisyo sa mga estudyante at ang pagsasaayos ng institution.,2nd Semester,2022-2023,2A,CCMS
5,5,5,5,5,5,5,5,pagbutihin pa ang kalidad na serbisyo,2nd Semester,2022-2023,2A,IFMS
4,4,4,4,4,4,4,4,pagbutihin pa ang serbisyo,2nd Semester,2022-2023,2A,BS-Fisheries
4,4,5,5,4,5,4,4,pagbutihin pa ang serbisyo,2nd Semester,2022-2023,2A,CCMS
5,5,5,5,5,5,5,5,pagbutihin pa at nakakatuwa sapagkat naisasagawa ito nang maayos.,2nd Semester,2022-2023,2A,IFMS
5,5,5,5,5,5,5,5,pagbutihin pa lalo,2nd Semester,2022-2023,2A,BS-Fisheries
5,5,5,5,5,5,5,5,pagbutihin pa lalo ang dekalidad na serbisyo na mayroon ang cnsc,2nd Semester,2022-2023,2A,CCMS
5,5,5,5,5,5,5,5,pagbutihin pa lalo ang kami kanilang tungkulin para sa institution yun lang po.,2nd Semester,2022-2023,2A,IFMS
5,5,4,4,5,4,4,4,pagbutihin pa lalo ang kami kanilang tungkulin para sa institution yun lang po.,2nd Semester,2022-2023,2A,BS-Fisheries
4,4,4,4,4,5,5,5,pagbutihin pa lalo ang kami kanilang tungkulin para sa institution yun lang po.,2nd Semester,2022-2023,2A,CCMS
5,4,5,5,4,5,5,5,pagbutihin pa lalo ang mga platapormang makakabuti para sa mga estudyante at isaayos ang bawat alituntunin kahit na tayo ay online based learning.,2nd Semester,2022-2023,2A,IFMS
4,4,4,4,4,5,5,5,pagbutihin pa po ang at maging masaya po sa ginagawa.maging organize sa mga dapat gawin upang malaman kung saan ang dapat unahin at matuunan ng pansin.,2nd Semester,2022-2023,2A,BS-Fisheries
5,5,5,5,5,5,5,5,pagbutihin pa po ang at maging masaya po sa ginagawa.maging organize sa mga dapat gawin upang malaman kung saan ang dapat unahin at matuunan ng pansin.,2nd Semester,2022-2023,2A,CCMS
3,3,3,3,3,3,3,3,pagbutihin pa po ang at maging masaya po sa ginagawa.maging organize sa mga dapat gawin upang malaman kung saan ang dapat unahin at matuunan ng pansin.,2nd Semester,2022-2023,2A,IFMS
5,5,5,5,5,5,5,5,"paggalang sa opinyon ng bawat isa, at pagkakaroon ng pagkakaisa para sa iisang mabuting hangaring kabutihang panlahat.",2nd Semester,2022-2023,2A,BS-Fisheries
5,5,5,5,5,5,5,5,paggawa ng kabutihan sa nakakarami.,2nd Semester,2022-2023,2A,CCMS
4,4,4,5,5,4,4,4,paghusayan pa ang pag bigay ng kaalaman,2nd Semester,2022-2023,2A,IFMS
4,4,4,5,4,4,4,4,pagiging consistent. because they already have the quality and good services,2nd Semester,2022-2023,2A,BS-Fisheries
5,5,5,5,5,5,5,5,pagiging malinis at maayos ng paaralan,2nd Semester,2022-2023,2A,CCMS
5,5,5,5,5,5,4,5,pagiging tapat sa layunin na paunlarin ang institusyon,2nd Semester,2022-2023,2A,IFMS
4,4,4,4,4,4,4,4,pagkakaisa,2nd Semester,2022-2023,2A,BS-Fisheries
5,4,4,4,4,4,4,4,pagkakaisa,2nd Semester,2022-2023,2A,CCMS
4,5,4,5,5,5,5,5,pagkakaisa at pagsunod,2nd Semester,2022-2023,2A,IFMS
5,5,5,5,5,5,5,5,pagkakaisa at pagtutulungan ng bawat namumuno sa bawat departamento ng paaraalan.,2nd Semester,2022-2023,2A,BS-Fisheries
5,5,5,5,5,5,5,5,"pagkakaisa ng bawat estudyante at mga guro, at pagkakaroon ng",2nd Semester,2022-2023,2A,CCMS
4,4,4,4,4,4,4,4,pagkakaisa ng bawat estudyante at mga guro.,2nd Semester,2022-2023,2A,IFMS
5,4,4,5,5,4,4,4,pagkakaisa ng bawat miyembro at lahat ng bumubuo ng institusyong ito.,2nd Semester,2022-2023,2A,BS-Fisheries
5,5,5,5,5,5,5,5,pagkakaisa para sa lahat at patuloy na pagpapalaganap ng maayos na panuntunan upang mapadali ang komunikasyon.,2nd Semester,2022-2023,2A,CCMS
5,5,5,5,5,5,5,5,pagkakaisa para sa lahat at patuloy na pagpapalaganap ng maayos na panuntunan upang mapadali ang komunikasyon.,2nd Semester,2022-2023,2A,IFMS
4,4,4,4,4,4,4,4,pagkakaisa para sa lahat at patuloy na pagpapalaganap ng maayos na panuntunan upang mapadali ang komunikasyon.,2nd Semester,2022-2023,2A,BS-Fisheries
4,4,5,4,4,4,5,5,pagkakaisa.,2nd Semester,2022-2023,2A,CCMS
5,5,5,5,5,5,5,5,pagkakaroon ng maayos na guide(video) patungkol sa mga online accessible websites para mas maintindihan ang pag gamit ng mga ito,2nd Semester,2022-2023,2A,IFMS
5,5,5,5,5,5,5,5,pagkakaroon ng maayos na mga program na makakatulong sa mga magaaral,2nd Semester,2022-2023,2A,BS-Fisheries
5,5,4,5,4,5,5,5,pagkakaroon ng maayos na pamununo upang mapanatili ang pagiging maayos ng mga estudayante.,2nd Semester,2022-2023,2A,CCMS
4,5,4,4,4,5,4,5,"pagkakaroon ng maayos na samahan sa loob at labas ng paaralan ang mga estudyante at mga guro. may pakakaisa at pagkakaunawaan, respeto at pagmamahalan. malinaw at nauunawaan ng mga estudyante ang bawat polisiya na pinatutupad sa paaralan. tapat na pamumuno at pagpapatupad ng mga polisiya. inaalagaan ang kanilang estudyante at sinisiguradong nauunawaan nila ang mga pinag aaralan upang madali silang makasunod.",2nd Semester,2022-2023,2A,IFMS
5,5,5,5,5,5,5,5,"pagkakaroon ng maayos na samahan sa loob at labas ng paaralan ang mga estudyante at mga guro. may pakakaisa at pagkakaunawaan, respeto at pagmamahalan. malinaw at nauunawaan ng mga estudyante ang bawat polisiya na pinatutupad sa paaralan. tapat na pamumuno at pagpapatupad ng mga polisiya. inaalagaan ang kanilang estudyante at sinisiguradong nauunawaan nila ang mga pinag aaralan upang madali silang makasunod.",2nd Semester,2022-2023,2A,BS-Fisheries
5,5,5,5,5,5,5,5,pagkakaroon ng mga humble na guro.,2nd Semester,2022-2023,2A,CCMS
5,5,5,5,5,5,5,5,pagkakaroon ng napakabilis na sistema kung saan mas mapapadali ang pag lakad ng mga papel kung may kailan ang estudyante. makakatulong ito upang mabawasan ang pila at oras sa paglakad ng mga papel.,2nd Semester,2022-2023,2A,IFMS
5,5,5,5,5,5,5,5,pagkakaroon ng napakabilis na sistema kung saan mas mapapadali ang pag lakad ng mga papel kung may kailan ang estudyante. makakatulong ito upang mabawasan ang pila at oras sa paglakad ng mga papel.,2nd Semester,2022-2023,2A,BS-Fisheries
4,4,4,4,4,4,4,4,pagkakaroon ng napakabilis na sistema kung saan mas mapapadali ang pag lakad ng mga papel kung may kailan ang estudyante. makakatulong ito upang mabawasan ang pila at oras sa paglakad ng mga papel.,2nd Semester,2022-2023,2A,CCMS
5,5,5,5,5,5,5,5,pagpapabikis ng pag enrol ng mga studyante,2nd Semester,2022-2023,2A,IFMS
5,5,5,5,5,5,5,5,pagpapanatili ng kaayusan at pagkakaisa upang mas higit na umunlad at mapabuti ang serbisyo,1st Semester,2021-2022,2B,BS-Fisheries
4,5,5,5,5,5,5,5,pagpapanatili ng maayos na serbisyo.,1st Semester,2021-2022,2B,CCMS
3,4,4,4,4,4,4,4,pagpatuloy ang ginagawa ngayon.,1st Semester,2021-2022,2B,IFMS
5,5,5,5,5,5,5,5,pagpatuloy ang ginagawa ngayon.,1st Semester,2021-2022,2B,BS-Fisheries
4,4,4,4,5,5,5,4,pagpatuloy ang ginagawa ngayon.,1st Semester,2021-2022,2B,CCMS
4,4,4,5,5,4,4,5,pagpatuloy ang maayos at dekalidad na serbisyo,1st Semester,2021-2022,2B,IFMS
4,4,4,4,4,4,4,4,pagpatuloy ang maayos na pamamalakad,1st Semester,2021-2022,2B,BS-Fisheries
5,5,5,5,5,5,5,5,pagpatuloy ang maayos na serbisyo ng eskwelahan,1st Semester,2021-2022,2B,CCMS
5,4,4,4,4,4,4,4,pagpatuloy ang magandang serbisyo at pagibayuhin ang mga bagay na kailangan ng improvement.,1st Semester,2021-2022,2B,IFMS
4,4,3,4,3,4,4,4,pagpatuloy ang magandang serbisyo.,1st Semester,2021-2022,2B,BS-Fisheries
4,3,4,4,3,4,4,4,pagpatuloy ang pagiging responsible ng bawat isa sa cnsc,1st Semester,2021-2022,2B,CCMS
5,5,5,5,5,5,5,5,pagpatuloy at isa puso,1st Semester,2021-2022,2B,IFMS
4,4,4,4,4,4,5,5,pagpatuloy lamang ng maayos na pagpapatakbo ng mga dapat gawin ng sa gayon ay mapanatiling maging maayos ang serbisyong ibinibigay nito para sa mga studyante at iba pa,1st Semester,2021-2022,2B,BS-Fisheries
5,5,5,5,5,5,5,5,pagpatuloy lang ang lahat para sa maayos na samahan ng mga estudyante at mga kaguruan. at para na rin sa susunod pang mga magiging bahagi ng cnsc.,1st Semester,2021-2022,2B,CCMS
4,4,4,4,3,4,4,4,pagpatuloy lang ang maayos na serbesyo.,1st Semester,2021-2022,2B,IFMS
5,4,4,4,5,4,4,5,pagpatuloy lang ang magandang nasimulan,1st Semester,2021-2022,2B,BS-Fisheries
5,5,5,5,5,5,5,5,pagpatuloy lang ang magandang serbisyo para sa mga mag aaral,1st Semester,2021-2022,2B,CCMS
5,5,5,5,5,5,5,5,pagpatuloy lang ang magandang serbisyo para sa mga mag aaral,1st Semester,2021-2022,2B,IFMS
4,4,4,4,4,4,4,4,pagpatuloy nyo lang,1st Semester,2021-2022,2B,BS-Fisheries
4,5,5,5,4,5,4,4,pagpatuloy pa ang mabuting serbisyo,1st Semester,2021-2022,2B,CCMS
4,5,5,4,4,4,5,4,pagpatuloy pang po ang nasimulan kasi sa umpisa pa lamang ay sadyang maayos na ang pamamalakad sa cnsc,1st Semester,2021-2022,2B,IFMS
5,5,5,5,5,5,5,5,pagpili ng tama at may kakayahan na miyembro para sa isang angkop na parte na may kagustohan at pagkukusa sa nakatakdang responsibilidad.,1st Semester,2021-2022,2B,BS-Fisheries
4,4,4,4,4,4,4,4,pagsikapan pa ang pag papaasenso.,1st Semester,2021-2022,2B,CCMS
5,5,5,5,5,5,5,5,pagsubaybay sa lahat ng gagawin,1st Semester,2021-2022,2B,IFMS
4,3,4,3,4,3,4,3,pagsunod at maayos na paggawa ng mga responsibilidad,1st Semester,2021-2022,2B,BS-Fisheries
5,4,5,4,4,4,4,4,pagtatalaga ng mga taong tapat at kalidad ang trabaho sa bawat departamento,1st Semester,2021-2022,2B,CCMS
5,4,5,5,5,5,4,5,pagtibayin ang integridad ng institusyon.,1st Semester,2021-2022,2B,IFMS
4,5,5,4,5,5,5,5,pagtibayin ang integridad ng institusyon.,1st Semester,2021-2022,2B,BS-Fisheries
5,5,5,5,5,5,5,5,pagtugon ng maayos sa mga panuntunan at pagiging parehas sa karapatan ng mga estudyante bilang isang kasapi ng institusyon.,1st Semester,2021-2022,2B,CCMS
5,5,5,5,5,5,5,5,pagtutulungan ng bawat isa para maayos na magampanan ang kanya kanyang gawain o responsibilidad.,1st Semester,2021-2022,2B,IFMS
3,5,3,5,5,5,5,5,pagtutulungan ng bawat isa para maayos na magampanan ang kanya kanyang gawain o responsibilidad.,1st Semester,2021-2022,2B,BS-Fisheries
4,4,4,4,4,4,4,4,pagtutulungan ng bawat isa para maayos na magampanan ang kanya kanyang gawain o responsibilidad.,1st Semester,2021-2022,2B,CCMS
5,5,5,5,5,5,5,5,pagtuunan ng higit na pansin ang mga mas nangangailangang mag-aaral.,1st Semester,2021-2022,2B,IFMS
3,3,5,5,5,5,5,5,pahintulutan kung talagang kinakailangan sa pag kuha ng mga kailangan,1st Semester,2021-2022,2B,BS-Fisheries
5,5,5,5,5,5,5,5,paibayuhan pa ang serbisyo nang naaayon sa deskripsyon ng trabaho at huwag kalimutang magpahinga kasabay ng pagbibigay ng dekalidad na trabaho.,1st Semester,2021-2022,2B,CCMS
3,3,3,3,3,3,3,3,paki ayos po ang pag input ng grades sa sias kasi na ud (nstp) kami ng ilan sa mga kaklase ko kahit hindi naman dapat.,1st Semester,2021-2022,2B,IFMS
5,5,5,5,5,5,5,5,"pakikinig sa hinaing ng mga mag-aaral at ibang concerned na tao.tungkol sa online appointment para makapasok ng cnsc, -hindi naman po siguro lahat ng reserved slots ay nagagamit-nahihirapan po kami makapasok kapag ubos na ang slot lalo na sa mga panahong kailangan na kailangan",1st Semester,2021-2022,2B,BS-Fisheries
5,5,5,5,4,5,5,5,pakinggan ang hinaing ng mga nasasakupan nito.,1st Semester,2021-2022,2B,CCMS
5,5,5,5,5,5,5,5,pakinggan ang hinaing o ang opinyon ng lahat,1st Semester,2021-2022,2B,IFMS
4,4,4,4,4,4,4,4,pakinggan ang mga studyante at ang kanilang sa loobin,1st Semester,2021-2022,2B,BS-Fisheries
5,5,5,5,5,5,5,5,"pakinggan ang opinyon nang bawat isa, pakinggang ang hinaing, at dinggin ang mga tanong ng bawat estudyante.",1st Semester,2021-2022,2B,CCMS
5,5,5,5,5,5,5,5,palagiang magbigay impormasyon sa lahat ng kaganapan sa paaralan upang lahat ay updated,1st Semester,2021-2022,2B,IFMS
5,5,4,5,5,5,5,5,palaging iisipin ang kapakanan ng institusiyon at mga nasasakupan nito ng sa gayon mapaganda ang maging resulta ng layunin na mas mapanatili ng maayos at dekalidad ang serbisyon ng cnsc. iprayoridad ang mga kailangan at dapag isagawa.,1st Semester,2021-2022,2B,BS-Fisheries
4,4,5,4,5,5,5,5,palaging maging bukas sa mga opinyon ng mga sakop ng isang paaralan.,1st Semester,2021-2022,2B,CCMS
3,3,4,5,4,4,5,5,"palaging magkaroon ng pagpupulong ang mga sangay ng paaralan at mga mag-aaral, o magkaroon ng open forum upang madaling maipaabot ng mga mag aaral ang kanilang hinaing o suhestyon.",1st Semester,2021-2022,2B,IFMS
4,5,5,5,5,5,5,5,palaging sundin ang mga batas sa loob ng paaralan,2nd Semester,2021-2022,3A,BS-Fisheries
4,4,4,4,4,4,4,4,palaging sundin ang mga rules and regulations upang mas lalo pang mapaganda ang kuwalidad ng serbisyo sa ating paaralan,2nd Semester,2021-2022,3A,CCMS
4,3,4,4,4,4,3,4,palaging sundin ang mga rules and regulations upang mas lalo pang mapaganda ang kuwalidad ng serbisyo sa ating paaralan,2nd Semester,2021-2022,3A,IFMS
5,5,5,5,5,5,5,5,palaging sundin ang mga rules and regulations upang mas lalo pang mapaganda ang kuwalidad ng serbisyo sa ating paaralan,2nd Semester,2021-2022,3A,BS-Fisheries
4,4,3,3,3,4,5,5,palaging sundin ang mga rules and regulations upang mas lalo pang mapaganda ang kuwalidad ng serbisyo sa ating paaralan,2nd Semester,2021-2022,3A,CCMS
5,5,5,5,5,5,5,5,palawakin,2nd Semester,2021-2022,3A,IFMS
3,4,3,3,3,4,4,4,pamamahala ng maayos sa ibat ibang departamento,2nd Semester,2021-2022,3A,BS-Fisheries
4,4,4,4,4,4,4,4,"pananatilihin lang ang maayos na pakikitungo, mabilis na serbisyo at magandang pag-uugali.",2nd Semester,2021-2022,3A,CCMS
5,5,5,5,5,5,5,5,pananitilihin matatag at kalidad ang sebisyong ito hanggang sa susunod na henerasyun,2nd Semester,2021-2022,3A,IFMS
4,5,4,5,4,5,5,5,panatalihin ang ganitong kagandang serbisyo ng organizations sa mga estudyante,2nd Semester,2021-2022,3A,BS-Fisheries
4,4,4,4,4,4,4,4,panatalihing bigyan ng sapat na atensyon ang serbisyo sa mga mag-aaral,2nd Semester,2021-2022,3A,CCMS
5,5,5,5,5,5,5,5,panatalihing maging approachable sa lahat,2nd Semester,2021-2022,3A,IFMS
5,5,5,5,5,5,5,5,panatihin ang mabilis na komunikasyon sa lahat ng mga studyante.,2nd Semester,2021-2022,3A,BS-Fisheries
5,5,5,5,5,5,5,5,panatilihin ang bukas sa komunikasyon sa pakikupag usap sa mga nag enrol at estudyante tungkol sa mga tanung ng bawat isa tungkol sa sistema ng cnsc lalo n gs.,2nd Semester,2021-2022,3A,CCMS
5,4,4,5,4,3,5,5,panatilihin ang dati at dagdagan pa ng mas maganda para sa mga estudyante,2nd Semester,2021-2022,3A,IFMS
5,5,5,5,5,5,5,5,panatilihin ang dekalidad na serbisyo.,2nd Semester,2021-2022,3A,BS-Fisheries
4,5,4,5,5,5,5,5,panatilihin ang disiplina,2nd Semester,2021-2022,3A,CCMS
5,3,5,5,3,5,3,5,panatilihin ang disiplina at katapatan sa serbisyo.,2nd Semester,2021-2022,3A,IFMS
4,4,4,3,4,4,4,4,panatilihin ang disiplina sa pagtatrabaho sapagkat may mga pagkakataon na hindi consistent ang dekalidad ng pag serbisyo,2nd Semester,2021-2022,3A,BS-Fisheries
5,5,5,5,5,5,5,5,panatilihin ang disiplina sa pagtatrabaho sapagkat may mga pagkakataon na hindi consistent ang dekalidad ng pag serbisyo,2nd Semester,2021-2022,3A,CCMS
4,3,3,4,3,3,3,4,panatilihin ang disiplina sa pagtatrabaho sapagkat may mga pagkakataon na hindi consistent ang dekalidad ng pag serbisyo,2nd Semester,2021-2022,3A,IFMS
4,5,4,5,4,4,4,5,panatilihin ang integridad ng institusyon sa pamamagitan ng pagpapaalala sa mga nagtatrabaho rito na paigtingin ang kanilang mga gawain.,2nd Semester,2021-2022,3A,BS-Fisheries
5,5,5,5,5,5,5,5,panatilihin ang integridad ng institusyon sa pamamagitan ng pagpapaalala sa mga nagtatrabaho rito na paigtingin ang kanilang mga gawain.,2nd Semester,2021-2022,3A,CCMS
4,4,4,4,4,4,4,4,panatilihin ang integridad ng institusyon sa pamamagitan ng pagpapaalala sa mga nagtatrabaho rito na paigtingin ang kanilang mga gawain.,2nd Semester,2021-2022,3A,IFMS
5,5,5,5,5,5,5,5,panatilihin ang integridad ng institusyon sa pamamagitan ng pagpapaalala sa mga nagtatrabaho rito na paigtingin ang kanilang mga gawain.,2nd Semester,2021-2022,3A,BS-Fisheries
5,5,5,5,5,5,5,5,panatilihin ang kaagusan at magandang pakikitungo sa bawat isa,2nd Semester,2021-2022,3A,CCMS
4,5,4,5,5,5,5,5,"panatilihin ang kaaya-ayang mukha, maging presentable sa lahat ng oras at laging may ngiti sa mukha. â˜º",2nd Semester,2021-2022,3A,IFMS
5,5,4,4,5,5,5,5,panatilihin ang kaayusan at i improve pa ang mga serbisyo at paaralan.,2nd Semester,2021-2022,3A,BS-Fisheries
5,5,5,5,5,5,5,5,panatilihin ang kaayusang ating nasimulan.,2nd Semester,2021-2022,3A,CCMS
5,5,5,5,5,5,5,5,panatilihin ang kaayusang ating nasimulan.,2nd Semester,2021-2022,3A,IFMS
5,5,5,5,5,5,5,5,panatilihin ang kaayusang ating nasimulan.,2nd Semester,2021-2022,3A,BS-Fisheries
5,5,4,4,5,5,4,5,panatilihin ang kalinisan sa buong campus.,2nd Semester,2021-2022,3A,CCMS
4,4,3,3,4,3,4,3,panatilihin ang kalinisan sa buong campus.,2nd Semester,2021-2022,3A,IFMS
5,5,5,5,5,5,5,5,panatilihin ang kasalukuyang pamamaraan ng pagbibigay ng serbisyo. maaari ring gumawa ng naayon na pagbabago depende sa mga posibleng madadagdag na pangangailangan ng mga estudyante.,2nd Semester,2021-2022,3A,BS-Fisheries
